IDNAME_C|1001|1002|1003|1004|1005|1006|1007|1008|1009|1010
C,000||15.1971078913||-25.1348144551|41.8732970121||-15.622339668|||-46.5669914296
C,001|||-2.65719857948|||-24.5975486753|-8.85891708028|35.9005736571|-43.2033629201|
C,002||14.9841320302||-19.2574306027|48.1719118261|12.7722019196|34.6257301576|23.0007199599|9.11120558812|-34.6964182629
C,003|-4.18200266095|||-3.68149911384|24.7517634891|40.0261310065|47.9738300004|||4.05579133293
C,004|26.1937754331|-12.805825408||26.8192950808||-23.3203602062||37.3632986243|-27.5685046188|40.2606475828
C,005|38.831382471|6.31718948821|-34.0646206024||-9.67544330677|37.826140768|26.0475277204||-27.0482193922|32.0795628657
C,006|||-12.447003702|-45.3875830342||-0.901739526458|-18.0905395206|-44.8019937113|-6.43115430275|
C,007|-0.71516590765|47.9644698261|-37.5988453218|38.676220204||39.1667151878||-12.6906032457|-24.2522080105|-7.19580605375
C,008||30.0355119444||||0.452574476904|19.2428605307|-28.8478861918|8.41090202775|
C,009||-0.468784356847|-2.40662475977||27.4193811242|-17.0509231841|-9.28512937249|2.65252297708||-22.1169646796
C,010|-7.93448106478|||10.4051093885||||-45.4943320255|36.6645005934|16.5811638796
C,011||-39.6583900655|||-26.6574274339||24.2413563976||-0.374816766175|-34.6697278517
C,012|41.2715043229||||49.317118661|15.9297989164|-10.494121251|-41.3557623716|-11.9718259043|-4.56315220486
C,013||40.2627666499|37.6851077015|21.0003197659||||-8.84362361949||-2.00018493377
C,014|37.3659643552|36.5841069901|41.6125998568|-17.7066499821|-26.5074985485||-5.79376732143||-2.4986043266|-13.8334537078
C,015|1.21139746417||8.15756056998|-29.8141844033||-40.1385614192|-5.80784299888||26.7592985974|-25.0888688502
C,016||||17.3719813538|4.07585644476|23.35262199|-1.96118969771|25.1309615424|-28.4899305463|-15.3284479823
C,017|46.7277110678|-0.788735831191||-4.59086465109|41.6818070261||-42.5746933277|||
C,018|41.0273034179|-31.9577494771|13.8720775553|-16.6939739452|30.2761057619|6.37038105491|19.088908473|24.3955115322|41.0034452472|-32.0729008038
C,019||14.0230989234|||20.6078809082|-7.54269813173|-33.0556495715|-42.9911269491||-39.8306147476
C,020||2.08887983416|11.8557614578||||-10.2421874995|18.1159342032||
C,021|-49.8222471107||-9.49712181502|31.1865169362|1.06990277103|-2.61265430506|27.7347680877|-48.1132498447|18.6171840437|
C,022|-15.8613080829|32.2862957171||-20.7324410194|-13.7383476566|||||18.9238931457
C,023|-37.7513918733|||8.55009294588||22.8783980699|29.0281756215|43.5512793562|-32.1095156882|
C,024||-7.76726630141|37.5379881184|22.6143196228|27.3980168303|||||
C,025|7.34522254679|-31.6145272112|-21.9022146064|-44.1664866648|40.6138701995|34.4471171297|||-9.02019177458|29.1905516732
C,026|23.9631830418|-42.8459289506|26.0315547775|-21.276274707|27.3827919007||||-12.26323571|
C,027|47.3155780497|39.5293593059|21.662604689|-43.3039636365|-49.7320145894|-3.72701664853|-10.4818487422|||-42.1596519893
C,028||||15.6836093913|-19.2768030923||-22.6362827785|-45.6517772533|3.34361130807|12.9608100949
C,029|21.8455176357|24.9500827606|-48.1524865094|5.06804397498|-46.7699144626|40.7292378704|7.02931441103||24.9219490932|
C,030|-41.6708061967|33.5697587629|1.76046697054|-21.6833946286|||8.33251997216||8.28625951787|-15.0755743541
C,031||9.31573199428|-40.6560563696|-30.528075424|-8.04382358084||43.7329461927|-46.6565033346|-12.2938833513|
C,032|-46.3058379367|-20.8435142079|-38.9325170441|-15.7371338923|-20.4688615575|-5.92173200105|||-26.7183479622|-20.8505121093
C,033|-29.5824104821|-30.7163945486|26.2998652347|-36.1219679814|-38.1365181743|-16.5676637019||-5.13277227566|-20.7694455697|-17.7877129106
C,034|-36.7655222847|-7.03409207008||-0.498939437769|-46.9811847963|30.9960970989|33.6904961488||37.2779273157|48.4546010701
C,035||5.13182787132||49.2541988212|-29.9558989603|||||2.80808427471
C,036|28.7727689558|||-35.4519888504|-0.229610483437|-48.9510664316||43.0912092876||29.1534828986
C,037|13.4273511195|-12.9411451924|16.1862020285|11.8843883574|-42.8932536058||28.6513836082|11.4873385399|23.5876612433|
C,038||-21.1634788639|-39.7454352117|34.675974381|||||-32.3208520321|
C,039||30.8575606193|32.4845547565|-32.7147987562|-45.5548178871||-7.16923260726|-22.942353166|-15.8319265498|25.332994127
C,040|||-14.109466151|21.6510208922|-36.0565238574|13.9325722851|29.1825492147|-8.09873916764|36.9334422715|-32.1323074213
C,041||-47.1315511407|-27.5458460156|-17.8641433464|-22.4327846303||49.1784570008|17.0843994166||-30.8943300458
C,042|-28.5076999063|-2.0671783462||48.3408387674|46.3925244084|13.4084713708|-28.6582309321||-29.4335213313|-34.3848216723
C,043|-9.80652503672|1.51140312149|11.9679049938||19.501012255|||||43.2277342248
C,044|-20.9501821623|||-33.3728969488||||3.44578970289|30.3909928156|26.9029714004
C,045|||-15.5488612852||40.1237827281|-4.56395883982|-28.4780266144|-36.3977875132|-31.6444663166|
C,046|41.8750297242||1.91191495304||-16.3928602772|41.5718359466|-10.843940218|27.8402319049|-8.30809116587|2.58916319788
C,047||||||-14.4519728531||-24.9404954873||
C,048|9.12973209181||33.8867135589|43.3137953201||39.3114092428|49.4334190029|-15.3369977549|1.66150008737|-24.6836319592
C,049||||21.1240829504|-27.2354374453|32.7874211611|-38.0043128674||21.1222704948|
C,050|-44.4842263319|-48.5289891324|-43.7608171473|-44.5125825925||11.8809505817||||-25.0404385476
C,051|-14.9301421486|-39.3624087043|26.3989318995|7.10593271424|||30.4311171294||-36.578840142|-13.9178501631
C,052|-36.9872863766||||-3.01792087732||35.5025470896|35.652481167|-11.3086191989|35.7002695667
C,053|-31.8585476883|-31.4179065745|||||||-22.8815539541|9.27948686967
C,054||-24.1125044162|-19.4100114138||-39.7241268774|14.1980773907||-47.8148701139|26.8414635098|-25.7101261697
C,055|-35.5641517287|-22.1436746371|4.99122465266|-2.36284883677||16.0037193149|15.728337874|-45.7173153307|-13.918619964|20.47903572
C,056||15.6343209321||34.5628179598|||-44.2066341295|34.9633650165|-45.99380891|
C,057||||-35.2284932455||-32.3062366013|34.2002803046|-12.8001690289|-28.6929046285|45.9648400801
C,058||-12.3307080436|47.3536710753||-6.57827746244||32.4383428883||45.2843961431|
C,059|-34.1063024799||22.8127822895|43.9364779683||14.9037844391||1.32270043073|-10.7891749488|16.6020973904
C,060|4.29723878057||-23.1940149743||-26.3156764281|35.0203075454||-32.0661427429|26.3928149766|
C,061||29.911168485|||49.7927565784|14.0666661303|-25.0842410145|-24.4529757362|-23.3593181233|
C,062||5.3618789275|||||-46.4485849862|0.861063721953||-42.0977925459
C,063||2.5086933521|5.24697923377|-4.85592907847|21.8694467976|21.8991039751||-18.8820539815|16.0903880404|
C,064|16.2344172846||-8.56008300155|14.8941093742|41.9996084527|9.03873951759|-27.5626840136|||
C,065|-34.8758298104|43.9980769718|||-0.00322701736341|21.2941149597|-15.1373834494|14.1482795319|35.5350262839|-7.49678866868
C,066|-28.2985240097||-46.9269466237|7.07385774668|-25.6247904104|-4.40514978653|47.30625036|29.9929167413|49.7454220273|5.81577252843
C,067|38.1747161224|-0.940772326816|0.0903946957849||-5.61597621739|-16.9506419068||-42.3741109135|1.5166068838|
C,068|28.1952934505|-28.1945898949||-46.8265556991||-47.4857721039|30.3771308116||25.9391112192|-5.4546940737
C,069||-13.5904809329|-25.5806774713||48.2964565648|-21.0572795144|22.8054546352|19.5990289554||
C,070|||2.46810940419|-35.1817388104|45.0179564414||38.8768798547||-3.19776283152|-19.0302609642
C,071|11.8624767309|||-48.3737530945||-25.9147896022|-35.6777832408||-8.0666733662|
C,072|48.325274892|-19.3367724444|46.958332136|12.4046896785||||||-18.7803355429
C,073|||-2.30808332426||21.1316363934||42.6515746304|11.04048179||
C,074|-15.6717295697||-40.5320469394||29.8873136757|-19.3869068074|-43.9672412991|33.0985723092|-17.2196903785|
C,075|28.0681778735|13.9295803159||||44.2364162713|19.1990687659|44.9837248087|-26.0275904878|21.2193329132
C,076|13.5316790129|-24.3112274579|10.5982069919||9.24158378608||||-28.6691491856|36.2308411661
C,077|26.8177676656|42.8478730419||-2.76931358999|21.9635403513|35.8271351701|4.06913976146|-23.6531383404|39.87386781|-18.7012446425
C,078|22.1418273773||-4.39734677379||18.5217298551|41.0282549614|-27.4262154857|-41.612913593|14.6260872991|-0.976083309213
C,079||20.6546662947||39.051123739|-32.676350053|-22.0886975265||-8.26713847774|38.3048514473|32.2066633067
C,080|6.06796917634|-24.7271441312|49.3837217528|22.4992239329|14.6626355894|30.8019540722|||-25.9617569241|-32.8010506458
C,081|10.5834413845||27.700283078|||||28.6258529267|-10.0473022404|-6.51109068835
C,082|38.4018748847||-23.2791097043|-0.659246075584|43.3765589069||49.0961206433||29.452325478|-10.8075420051
C,083|25.3097376497|28.493695992|49.0425032952|46.4057960206|10.1009216942||30.9865981341|-44.1938837956|-24.0309279519|21.2586254272
C,084||-26.5240644956||-14.5544487398|13.1899964419|20.5490283003||48.8352002419||-42.1540511011
C,085||-9.34575232073||-13.8114565305|-40.7185232956||||33.2570874049|
C,086|-5.30143854745|44.2332137999|-14.4247716589|-40.471878138||27.1735874629||-6.17223256353||
C,087|37.1952290785|2.4845362483|10.6439287285|-5.1521445542|-49.6998907764||14.201155213|-25.2570017286||-36.0686463338
C,088|||||18.7087637198||34.5619021647|||
C,089|-35.821635559|13.0251580427|47.6343583501|13.7339079829||-46.34575731|30.0840146854|19.9889064843||-31.9332749505
C,090||-27.1586756788|||28.0998557733|||24.5153332599|-17.9131408987|13.107243582
C,091|38.380092109|-17.8736429179|||35.8637182073|37.6289224305|-35.3296019839||7.1125285502|-34.0124036895
C,092||29.1363225851|16.8065105305|||42.4249636146||31.2962107351|5.45381300402|30.7247776535
C,093|-16.2898846527||-33.763278999|46.9692998585|16.2458219728|-5.17154711269|-24.084968956|-29.8383982523||
C,094|11.1993048263|17.9001315854|30.2251055794||||1.52213455283|21.6277744864|-15.0906342466|
